id,title,primary_action,priority_tier,evidence_strength,evidence_reason,rationale,next_step,suggested_owner,success_measure,scenario_value_eur,scenario_type,scenario_period,scenario_formula,scenario_assumptions,also_flagged,caveats,source_refs,competitor_examples,product_id,product_name,brand,subcategory,shade_group,supplier,private_label,status,stock_status,seasonality,pack_size,price_eur,channel_revenue_eur_12w,channel_units_12w,channel_margin_pct,channel_trend_12w_pct,market_revenue_eur_12w,market_trend_12w_pct,channel_to_market_ratio_pct,peer_ratio_pct,peer_margin_pct,peer_count,peer_ids,comp_benchmark_price_eur,competitor_rows,shelf_space_cm
sku-HC0179,Test merchandising for ZenBeauty Private Label Nature Color Soft Black (HC0179),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €121,579.47 above the €95,238.14 threshold and growing +6.5%. Channel / proxy ratio 5.20% is below the 7.33% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,2600.12,Revenue,12 weeks,"max(0, €121,579.47 x 0.07333870233961558 - €6,316.36) = €2,600.12","[""Benchmark: median channel / market-demand-proxy ratio of 49 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0179"", ""row_number"": 180}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0179"", ""row_number"": 180}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM043"", ""row_number"": 44}]","[{""brand"": ""Herbatint"", ""name"": ""Herbatint Semi-Permanent Soft Black"", ""observed_date"": ""2026-07-01"", ""price_eur"": 19.9, ""record_id"": ""CM043"", ""signal_score_0_100"": 89.2, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": -0.152}]",HC0179,ZenBeauty Private Label Nature Color Soft Black,ZenBeauty Private Label,Permanent Color,Black,Own Brand Sourcing GmbH,True,aktiv,in_stock,Evergreen,1 kit,7.89,6316.36,705,0.658,-0.102,121579.47,0.065,5.195252126037397,7.333870233961558,0.388,49,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",19.9,1,10.0
sku-HC0178,Test merchandising for ZenBeauty Private Label Color Studio Blue Black (HC0178),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €139,919.73 above the €95,238.14 threshold and growing +27.7%. Channel / proxy ratio 3.84% is below the 5.54% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,2368.84,Revenue,12 weeks,"max(0, €139,919.73 x 0.05535199317993758 - €5,376.00) = €2,368.84","[""Benchmark: median channel / market-demand-proxy ratio of 25 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0178"", ""row_number"": 179}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0178"", ""row_number"": 179}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM025"", ""row_number"": 26}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM075"", ""row_number"": 76}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic Gloss Natural Black"", ""observed_date"": ""2026-07-01"", ""price_eur"": 11.08, ""record_id"": ""CM025"", ""signal_score_0_100"": 93.5, ""signal_valid"": true, ""source"": ""tiktok_shop_signal"", ""trend_score_12w_pct"": -0.072}, {""brand"": ""Syoss"", ""name"": ""Syoss Color Blue Black"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.02, ""record_id"": ""CM075"", ""signal_score_0_100"": 88.8, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.342}]",HC0178,ZenBeauty Private Label Color Studio Blue Black,ZenBeauty Private Label,Root Touch-Up,Black,Own Brand Sourcing GmbH,True,aktiv,in_stock,Evergreen,200 ml,8.91,5376.0,648,0.591,0.354,139919.73,0.277,3.842202954508274,5.535199317993758,0.352,25,"[""HC0005"", ""HC0020"", ""HC0042"", ""HC0046"", ""HC0052"", ""HC0056"", ""HC0071"", ""HC0075"", ""HC0076"", ""HC0084"", ""HC0086"", ""HC0090"", ""HC0145"", ""HC0148"", ""HC0155"", ""HC0156"", ""HC0157"", ""HC0161"", ""HC0174"", ""HC0181"", ""HC0189"", ""HC0203"", ""HC0204"", ""HC0213"", ""HC0217""]",9.05,2,12.0
sku-HC0159,Test merchandising for Arctic Fox Resurrected Burgundy Red (HC0159),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €118,517.33 above the €95,238.14 threshold and growing +40.3%. Channel / proxy ratio 5.45% is below the 7.33% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,2229.92,Revenue,12 weeks,"max(0, €118,517.33 x 0.07333870233961558 - €6,461.99) = €2,229.92","[""Benchmark: median channel / market-demand-proxy ratio of 49 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0159"", ""row_number"": 160}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0159"", ""row_number"": 160}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM045"", ""row_number"": 46}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM052"", ""row_number"": 53}]","[{""brand"": ""Syoss"", ""name"": ""Syoss Permanent Intense Red"", ""observed_date"": ""2026-07-01"", ""price_eur"": 25.5, ""record_id"": ""CM045"", ""signal_score_0_100"": 42.3, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": -0.147}, {""brand"": ""Revlon"", ""name"": ""Revlon Permanent Intense Red"", ""observed_date"": ""2026-07-01"", ""price_eur"": 26.82, ""record_id"": ""CM052"", ""signal_score_0_100"": 78.6, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.18}]",HC0159,Arctic Fox Resurrected Burgundy Red,Arctic Fox,Permanent Color,Red,P&G Beauty,False,aktiv,in_stock,Evergreen,200 ml,13.87,6461.99,458,0.495,0.235,118517.33,0.403,5.452358739434984,7.333870233961558,0.388,49,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",26.16,2,6.0
sku-HC0056,Test merchandising for dpHUE Root Touch-Up Kit Chestnut Brown (HC0056),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €138,925.59 above the €95,238.14 threshold and growing +6.8%. Channel / proxy ratio 3.93% is below the 5.54% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,2224.83,Revenue,12 weeks,"max(0, €138,925.59 x 0.05535199317993758 - €5,464.98) = €2,224.83","[""Benchmark: median channel / market-demand-proxy ratio of 25 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0056"", ""row_number"": 57}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0056"", ""row_number"": 57}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM070"", ""row_number"": 71}]","[{""brand"": ""Directions"", ""name"": ""Directions Care Chestnut Brown"", ""observed_date"": ""2026-07-01"", ""price_eur"": 25.87, ""record_id"": ""CM070"", ""signal_score_0_100"": 47.1, ""signal_valid"": true, ""source"": ""douglas.de"", ""trend_score_12w_pct"": -0.302}]",HC0056,dpHUE Root Touch-Up Kit Chestnut Brown,dpHUE,Root Touch-Up,Medium Brown,Coty DACH,False,aktiv,in_stock,Evergreen,1 kit,29.35,5464.98,179,0.237,-0.1,138925.59,0.068,3.9337461154564823,5.535199317993758,0.37,25,"[""HC0005"", ""HC0020"", ""HC0042"", ""HC0046"", ""HC0052"", ""HC0071"", ""HC0075"", ""HC0076"", ""HC0084"", ""HC0086"", ""HC0090"", ""HC0145"", ""HC0148"", ""HC0155"", ""HC0156"", ""HC0157"", ""HC0161"", ""HC0174"", ""HC0178"", ""HC0181"", ""HC0189"", ""HC0203"", ""HC0204"", ""HC0213"", ""HC0217""]",25.87,1,5.0
sku-HC0090,Test merchandising for Naturtint Permanent Hair Color Honey Blonde (HC0090),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €104,387.62 above the €95,238.14 threshold and growing +54.2%. Channel / proxy ratio 4.29% is below the 5.54% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,1297.09,Revenue,12 weeks,"max(0, €104,387.62 x 0.05535199317993758 - €4,480.97) = €1,297.09","[""Benchmark: median channel / market-demand-proxy ratio of 25 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0090"", ""row_number"": 91}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0090"", ""row_number"": 91}]",[],HC0090,Naturtint Permanent Hair Color Honey Blonde,Naturtint,Root Touch-Up,Blonde,P&G Beauty,False,aktiv,in_stock,Evergreen,150 ml,14.99,4480.97,352,0.227,0.55,104387.62,0.542,4.292625888012392,5.535199317993758,0.37,25,"[""HC0005"", ""HC0020"", ""HC0042"", ""HC0046"", ""HC0052"", ""HC0056"", ""HC0071"", ""HC0075"", ""HC0076"", ""HC0084"", ""HC0086"", ""HC0145"", ""HC0148"", ""HC0155"", ""HC0156"", ""HC0157"", ""HC0161"", ""HC0174"", ""HC0178"", ""HC0181"", ""HC0189"", ""HC0203"", ""HC0204"", ""HC0213"", ""HC0217""]",,0,4.0
sku-HC0013,Test merchandising for Naturtint Root Retouch Espresso Brown (HC0013),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €105,354.34 above the €95,238.14 threshold and growing +11.5%. Channel / proxy ratio 6.46% is below the 7.33% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,919.31,Revenue,12 weeks,"max(0, €105,354.34 x 0.07333870233961558 - €6,807.24) = €919.31","[""Benchmark: median channel / market-demand-proxy ratio of 49 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0013"", ""row_number"": 14}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0013"", ""row_number"": 14}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM029"", ""row_number"": 30}]","[{""brand"": ""Crazy Color"", ""name"": ""Crazy Color Gloss Mocha Brown"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.17, ""record_id"": ""CM029"", ""signal_score_0_100"": 15.1, ""signal_valid"": true, ""source"": ""tiktok_shop_signal"", ""trend_score_12w_pct"": 0.234}]",HC0013,Naturtint Root Retouch Espresso Brown,Naturtint,Permanent Color,Dark Brown,Henkel Beauty Care,False,aktiv,in_stock,Evergreen,60 ml,11.82,6807.24,602,0.558,0.241,105354.34,0.115,6.461281044520804,7.333870233961558,0.388,49,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",7.17,1,10.0
sku-HC0050,Test merchandising for Wella Shinefinity Pearl Blonde (HC0050),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €210,625.26 above the €95,238.14 threshold and growing +12.6%. Channel / proxy ratio 5.14% is below the 5.38% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,508.34,Revenue,12 weeks,"max(0, €210,625.26 x 0.05384400272156941 - €10,832.57) = €508.34","[""Benchmark: median channel / market-demand-proxy ratio of 10 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0050"", ""row_number"": 51}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0050"", ""row_number"": 51}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM002"", ""row_number"": 3}]","[{""brand"": ""Wella"", ""name"": ""Wella Shinefinity Pearl Blonde Gloss"", ""observed_date"": ""2026-07-01"", ""price_eur"": 14.49, ""record_id"": ""CM002"", ""signal_score_0_100"": 93.5, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.44}]",HC0050,Wella Shinefinity Pearl Blonde,Wella,Toner / Gloss,Ash Blonde,Henkel Beauty Care,False,aktiv,in_stock,Evergreen,60 ml,15.53,10832.57,612,0.35,0.157,210625.26,0.126,5.1430535919575835,5.384400272156941,0.436,10,"[""HC0045"", ""HC0066"", ""HC0097"", ""HC0121"", ""HC0153"", ""HC0158"", ""HC0163"", ""HC0185"", ""HC0226"", ""HC0233""]",14.49,1,5.0
sku-HC0211,Test merchandising for Goldwell Topchic Cool Ash Blonde (HC0211),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €114,109.68 above the €95,238.14 threshold and growing +63.7%. Channel / proxy ratio 6.93% is below the 7.33% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,465.64,Revenue,12 weeks,"max(0, €114,109.68 x 0.07333870233961558 - €7,903.02) = €465.64","[""Benchmark: median channel / market-demand-proxy ratio of 49 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0211"", ""row_number"": 212}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0211"", ""row_number"": 212}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM053"", ""row_number"": 54}]","[{""brand"": ""Clairol"", ""name"": ""Clairol Color Cool Ash Blonde"", ""observed_date"": ""2026-07-01"", ""price_eur"": 16.97, ""record_id"": ""CM053"", ""signal_score_0_100"": 11.2, ""signal_valid"": true, ""source"": ""google_trends"", ""trend_score_12w_pct"": 0.011}]",HC0211,Goldwell Topchic Cool Ash Blonde,Goldwell,Permanent Color,Ash Blonde,Henkel Beauty Care,False,aktiv,in_stock,Evergreen,100 ml,22.84,7903.02,321,0.568,0.475,114109.68,0.637,6.925810325644591,7.333870233961558,0.388,49,"[""HC0001"", ""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0212"", ""HC0222"", ""HC0231""]",16.97,1,12.0
sku-HC0001,Test merchandising for Schwarzkopf Brilliance Icy Plum Winter Edition (HC0001),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €181,000.00 above the €95,238.14 threshold and growing +18.0%. Channel / proxy ratio 7.10% is below the 7.33% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,424.31,Revenue,12 weeks,"max(0, €181,000.00 x 0.07333870233961558 - €12,850.00) = €424.31","[""Benchmark: median channel / market-demand-proxy ratio of 49 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool."", ""Winter item: verify the selling calendar before promotion, reactivation or clearance; the performance-window end is unknown.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0001"", ""row_number"": 2}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0001"", ""row_number"": 2}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM065"", ""row_number"": 66}]","[{""brand"": ""John Frieda"", ""name"": ""John Frieda Permanent Frosted Chestnut"", ""observed_date"": ""2026-07-01"", ""price_eur"": 20.82, ""record_id"": ""CM065"", ""signal_score_0_100"": 8.6, ""signal_valid"": true, ""source"": ""dm.de"", ""trend_score_12w_pct"": -0.051}]",HC0001,Schwarzkopf Brilliance Icy Plum Winter Edition,Schwarzkopf,Permanent Color,Winter,Labo Natural,False,aktiv,in_stock,Winter,200 ml,15.23,12850.0,843,0.348,-0.99,181000.0,0.18,7.099447513812154,7.333870233961558,0.394,49,"[""HC0008"", ""HC0011"", ""HC0013"", ""HC0015"", ""HC0017"", ""HC0018"", ""HC0025"", ""HC0028"", ""HC0032"", ""HC0037"", ""HC0040"", ""HC0041"", ""HC0048"", ""HC0049"", ""HC0051"", ""HC0064"", ""HC0083"", ""HC0094"", ""HC0096"", ""HC0099"", ""HC0105"", ""HC0106"", ""HC0110"", ""HC0112"", ""HC0120"", ""HC0123"", ""HC0131"", ""HC0132"", ""HC0142"", ""HC0146"", ""HC0159"", ""HC0167"", ""HC0170"", ""HC0172"", ""HC0176"", ""HC0177"", ""HC0179"", ""HC0182"", ""HC0184"", ""HC0190"", ""HC0191"", ""HC0195"", ""HC0201"", ""HC0206"", ""HC0207"", ""HC0211"", ""HC0212"", ""HC0222"", ""HC0231""]",20.82,1,12.0
sku-HC0154,Test merchandising for Bleach London White Toner Ultra Violet (HC0154),Test promotion,Next,Snapshot only,"Source fields support a review; a single snapshot does not establish the cause, commercial feasibility or probability of success.","In stock, with demand proxy €97,657.25 above the €95,238.14 threshold and growing +21.8%. Channel / proxy ratio 4.03% is below the 4.37% subcategory peer median.","Verify availability, product visibility and promotional economics. Run a small, time-bounded merchandising test with a baseline or control.",Category / merchandising manager,Incremental units and gross profit net of promotional costs and cannibalisation.,331.79,Revenue,12 weeks,"max(0, €97,657.25 x 0.0436976984691773 - €3,935.61) = €331.79","[""Benchmark: median channel / market-demand-proxy ratio of 26 other active, in-stock, selling SKUs in this subcategory."", ""Assumes the peer ratio is a relevant comparison; it does not prove stock or promotion caused the distance."", ""Snapshot benchmark distance, not forecast, guaranteed gain or upper bound; stock duration and distribution coverage are unknown."", ""No annualisation, elasticity, promotional cost or cannibalisation is modelled.""]",[],"[""One 12-week aggregate and current status/stock fields; the period end and stock duration are not supplied."", ""Market revenue is a demand proxy, not a verified addressable sales pool.""]","[{""file"": ""sku_performance.csv"", ""record_id"": ""HC0154"", ""row_number"": 155}, {""file"": ""product_metadata.csv"", ""record_id"": ""HC0154"", ""row_number"": 155}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM001"", ""row_number"": 2}, {""file"": ""competitor_market_signals.csv"", ""record_id"": ""CM034"", ""row_number"": 35}]","[{""brand"": ""Manic Panic"", ""name"": ""Manic Panic High Voltage Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 11.99, ""record_id"": ""CM001"", ""signal_score_0_100"": 96.0, ""signal_valid"": true, ""source"": ""amazon.de"", ""trend_score_12w_pct"": 0.58}, {""brand"": ""Madison Reed"", ""name"": ""Madison Reed Root Ultra Violet"", ""observed_date"": ""2026-07-01"", ""price_eur"": 7.16, ""record_id"": ""CM034"", ""signal_score_0_100"": 7.1, ""signal_valid"": true, ""source"": ""flaconi.de"", ""trend_score_12w_pct"": 0.038}]",HC0154,Bleach London White Toner Ultra Violet,Bleach London,Semi-Permanent / Fashion Color,Vivid,Coty DACH,False,aktiv,in_stock,Evergreen,150 ml,12.64,3935.61,300,0.42,0.267,97657.25,0.218,4.030023372560665,4.36976984691773,0.3575,26,"[""HC0038"", ""HC0055"", ""HC0057"", ""HC0059"", ""HC0061"", ""HC0068"", ""HC0074"", ""HC0077"", ""HC0078"", ""HC0080"", ""HC0088"", ""HC0102"", ""HC0113"", ""HC0115"", ""HC0133"", ""HC0149"", ""HC0171"", ""HC0180"", ""HC0186"", ""HC0197"", ""HC0208"", ""HC0209"", ""HC0215"", ""HC0219"", ""HC0224"", ""HC0228""]",9.575,2,6.0
