product_id,product_name,brand,category,subcategory,shade_group,seasonality,status,stock_status,private_label,price_eur,pack_size,attributes,channel_revenue_eur_12w,channel_units_sold_12w,channel_margin_pct,channel_sales_trend_12w_pct,market_revenue_eur_12w,market_units_sold_12w,market_sales_trend_12w_pct
HC0001,Schwarzkopf Brilliance Icy Plum Winter Edition,Schwarzkopf,Beauty > Hair Coloration,Permanent Color,Winter,Winter,aktiv,in_stock,False,15.23,200 ml,grey coverage; oil-infused,12850.0,843,0.348,-0.99,181000.0,11884,0.18
HC0108,Bleach London White Toner Mushroom Brown,Bleach London,Beauty > Hair Coloration,Toner / Gloss,Light Brown,Evergreen,aktiv,low_stock,False,5.98,100 ml,clear gloss; bonding,15242.84,2895,0.578,0.326,213564.79,35626,0.231
HC0109,Revlon Colorsilk Electric Blue,Revlon,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Vivid,Evergreen,inaktiv,out_of_stock,False,8.57,150 ml,direct dye; wash-out,2826.66,394,0.218,0.513,45680.1,5893,0.616
HC0110,Herbatint Permanent Herbal Color Caramel Brown,Herbatint,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,in_stock,False,12.86,2 x 1 kit,ammonia-free; oil-infused,5060.58,405,0.555,-0.081,111971.1,8055,0.081
HC0111,dpHUE Root Touch-Up Kit Electric Blue,dpHUE,Beauty > Hair Coloration,Bleach / Lightener,Vivid,Evergreen,aktiv,out_of_stock,False,24.16,2 x 1 kit,cream bleach; bond builder,846.66,39,0.43,0.387,34818.64,1182,0.213
HC0112,Manic Panic High Voltage Smoky Blonde,Manic Panic,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,5.84,60 ml,salon inspired; grey coverage,7209.73,1363,0.352,-0.359,55729.69,10877,-0.505
HC0113,Crazy Color Platinum Toner Blue Black,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Black,Evergreen,aktiv,in_stock,False,14.55,100 ml,wash-out; direct dye,201.49,13,0.53,0.192,8539.85,684,0.256
HC0114,Arctic Fox Resurrected Espresso Brown,Arctic Fox,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,inaktiv,in_stock,False,14.45,150 ml,brush-on; spray,4697.6,285,0.42,0.158,41652.42,3023,0.258
HC0115,Crazy Color Rainbow Care Pearl Blonde,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Ash Blonde,Evergreen,aktiv,in_stock,False,11.67,2 x 1 kit,vegan; wash-out,841.19,84,0.524,0.118,39572.37,2914,0.07
HC0116,got2b Color Pop Hazelnut Brown,got2b,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,low_stock,False,11.84,100 ml,oil-infused; ammonia-free,13104.77,1179,0.304,0.061,96871.59,7566,-0.046
HC0117,Madison Reed Radiant Hair Color Electric Blue,Madison Reed,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Vivid,Evergreen,aktiv,low_stock,False,28.79,100 ml,vegan; wash-out,0.0,0,0.284,-0.078,7064.76,287,0.012
HC0118,eSalon Custom Color Set Pearl Blonde,eSalon,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,low_stock,False,26.93,150 ml,shine boost; bonding,2236.93,96,0.226,0.291,33382.5,1367,0.112
HC0119,dpHUE Gloss+ Mocha Brown,dpHUE,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,aktiv,out_of_stock,False,25.7,200 ml,temporary; brush-on,2434.79,97,0.252,0.354,23358.69,1096,0.527
HC0120,Madison Reed Radiant Hair Color Light Blonde,Madison Reed,Beauty > Hair Coloration,Permanent Color,Blonde,Evergreen,aktiv,in_stock,False,30.82,150 ml,ammonia-free; multi-application,4968.1,167,0.24,0.482,112782.18,4238,0.311
HC0121,Schwarzkopf Brilliance Cool Ash Blonde,Schwarzkopf,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,in_stock,False,10.58,2 x 1 kit,shine boost; bonding,57.87,5,0.412,0.055,18675.96,2006,0.104
HC0122,Clairol Root Touch-Up Chestnut Brown,Clairol,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,low_stock,False,9.22,200 ml,oil-infused; multi-application,8226.31,791,0.306,-0.329,163863.04,17813,-0.38
HC0123,Syoss Root Retoucher Warm Auburn,Syoss,Beauty > Hair Coloration,Permanent Color,Auburn,Evergreen,aktiv,in_stock,False,7.61,1 kit,ammonia-free; oil-infused,16572.29,2078,0.25,0.502,208797.56,32075,0.63
HC0124,Syoss Oleo Intense Honey Blonde,Syoss,Beauty > Hair Coloration,Toner / Gloss,Blonde,Evergreen,inaktiv,in_stock,False,6.39,2 x 1 kit,clear gloss; shine boost,4666.01,828,0.206,0.452,80280.14,10173,0.432
HC0125,Garnier Movida Blue Black,Garnier,Beauty > Hair Coloration,Color Care Add-on,Black,Evergreen,aktiv,low_stock,False,11.68,300 ml,colour safe; mask,890.53,68,0.427,0.197,18136.39,1671,0.197
HC0126,Kristin Ess Hair Gloss Espresso Brown,Kristin Ess,Beauty > Hair Coloration,Permanent Color,Dark Brown,Evergreen,aktiv,low_stock,False,34.82,150 ml,oil-infused; multi-application,17092.87,483,0.308,-0.231,392016.86,9917,-0.089
HC0127,got2b Color Pop Sunlit Peach,got2b,Beauty > Hair Coloration,Men's Color,Summer,Summer,aktiv,in_stock,False,12.23,60 ml,beard compatible; 5 minute,4525.68,364,0.577,-0.276,91787.73,9162,-0.371
HC0128,dpHUE Color Boosting Gloss Honey Blonde,dpHUE,Beauty > Hair Coloration,Color Care Add-on,Blonde,Evergreen,aktiv,in_stock,False,21.8,300 ml,sulfate-free; colour safe,1395.96,62,0.501,0.418,39436.26,1591,0.259
HC0129,Crazy Color Rainbow Care Coral Rose,Crazy Color,Beauty > Hair Coloration,Bleach / Lightener,Summer,Summer,aktiv,in_stock,False,12.99,100 ml,developer included; blue powder,1195.78,93,0.463,0.112,28761.94,2087,0.252
HC0130,Kristin Ess Signature Gloss Cool Ash Blonde,Kristin Ess,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,inaktiv,in_stock,False,25.26,200 ml,oil-infused; ammonia-free,3526.94,166,0.534,-0.361,72493.86,2512,-0.286
HC0131,Naturtint Root Retouch Pearl Blonde,Naturtint,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,4.51,200 ml,ammonia-free; salon inspired,4831.94,1115,0.372,0.414,77126.52,14461,0.468
HC0132,Madison Reed Radiant Hair Color Hazelnut Brown,Madison Reed,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,in_stock,False,20.19,100 ml,ammonia-free; salon inspired,6740.24,397,0.402,0.476,47315.47,2306,0.49
HC0133,Kristin Ess Signature Gloss Icy Plum,Kristin Ess,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Winter,Winter,aktiv,in_stock,False,32.17,100 ml,no peroxide; high pigment,51.74,1,0.368,0.445,10795.91,386,0.36
HC0134,dpHUE Root Touch-Up Kit Blue Black,dpHUE,Beauty > Hair Coloration,Permanent Color,Black,Evergreen,inaktiv,in_stock,False,21.41,60 ml,salon inspired; grey coverage,12359.05,536,0.335,0.073,174186.25,6731,0.241
HC0135,Directions Colour Kit Light Golden Brown,Directions,Beauty > Hair Coloration,Permanent Color,Light Brown,Evergreen,aktiv,out_of_stock,False,16.1,150 ml,salon inspired; multi-application,189.3,13,0.349,0.538,23935.84,1273,0.515
HC0136,eSalon Custom Color Set Sunlit Peach,eSalon,Beauty > Hair Coloration,Bleach / Lightener,Summer,Summer,aktiv,in_stock,False,32.7,100 ml,up to 8 levels; developer included,175.1,4,0.413,0.515,5903.96,190,0.371
HC0137,Manic Panic Classic Cream Smoky Blonde,Manic Panic,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,low_stock,False,8.48,2 x 1 kit,multi-application; oil-infused,0.0,0,0.548,0.447,6763.58,905,0.274
HC0138,Syoss Root Retoucher Mocha Brown,Syoss,Beauty > Hair Coloration,Color Care Add-on,Dark Brown,Evergreen,aktiv,in_stock,False,8.4,250 ml,sulfate-free; colour safe,852.08,113,0.508,0.065,32470.78,4600,-0.058
HC0139,ZenBeauty Private Label Color Studio Deep Auburn,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Auburn,Evergreen,aktiv,low_stock,True,5.36,60 ml,ammonia-free; multi-application,23347.05,4608,0.573,-0.1,137867.74,22632,-0.221
HC0140,Schwarzkopf Blonde Espresso Brown,Schwarzkopf,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,inaktiv,in_stock,False,7.75,200 ml,brush-on; temporary,1113.59,145,0.249,0.351,39738.42,4407,0.252
HC0141,Kristin Ess Signature Gloss Pearl Blonde,Kristin Ess,Beauty > Hair Coloration,Bleach / Lightener,Ash Blonde,Evergreen,inaktiv,in_stock,False,25.34,150 ml,up to 8 levels; developer included,518.65,21,0.223,-0.386,19298.42,711,-0.21
HC0142,John Frieda Precision Foam Spiced Copper,John Frieda,Beauty > Hair Coloration,Permanent Color,Copper,Evergreen,aktiv,in_stock,False,14.36,60 ml,oil-infused; multi-application,22956.5,1378,0.409,-0.26,305237.6,23777,-0.178
HC0143,Crazy Color Platinum Toner Mocha Brown,Crazy Color,Beauty > Hair Coloration,Permanent Color,Dark Brown,Evergreen,aktiv,low_stock,False,11.32,1 kit,salon inspired; multi-application,32316.38,3080,0.269,0.421,761015.38,60505,0.392
HC0144,Arctic Fox Resurrected Smoky Blonde,Arctic Fox,Beauty > Hair Coloration,Bleach / Lightener,Ash Blonde,Evergreen,aktiv,low_stock,False,5.52,150 ml,up to 8 levels; blue powder,5298.56,1102,0.26,-0.041,57799.49,9023,-0.016
HC0145,Wella Koleston Light Blonde,Wella,Beauty > Hair Coloration,Root Touch-Up,Blonde,Evergreen,aktiv,in_stock,False,13.92,1 kit,10 minute; brush-on,9741.28,701,0.352,0.027,195788.59,13970,-0.151
HC0146,Crazy Color Platinum Toner Smoky Blonde,Crazy Color,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,17.21,200 ml,oil-infused; multi-application,6631.65,455,0.388,0.074,42489.73,2481,0.05
HC0147,John Frieda Go Blonder Pastel Pink,John Frieda,Beauty > Hair Coloration,Permanent Color,Pastel,Evergreen,aktiv,low_stock,False,18.77,200 ml,ammonia-free; oil-infused,9069.62,541,0.418,-0.402,122880.66,7073,-0.543
HC0148,Arctic Fox Bleach Please Dark Blonde,Arctic Fox,Beauty > Hair Coloration,Root Touch-Up,Blonde,Evergreen,aktiv,in_stock,False,14.43,200 ml,brush-on; spray,130.08,10,0.427,-0.167,10875.01,776,-0.064
HC0149,dpHUE Gloss+ Spiced Copper,dpHUE,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Copper,Evergreen,aktiv,in_stock,False,26.68,2 x 1 kit,vegan; no peroxide,3219.58,140,0.363,0.527,35215.56,1438,0.442
HC0150,ZenBeauty Private Label Color Studio Cool Ash Blonde,ZenBeauty Private Label,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,low_stock,True,7.31,1 kit,brass neutralising; shine boost,1041.47,161,0.67,-0.178,24631.0,2972,-0.219
HC0151,Clairol Nice'n Easy Hazelnut Brown,Clairol,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Medium Brown,Evergreen,aktiv,low_stock,False,11.49,150 ml,vegan; no peroxide,3109.46,313,0.537,0.033,68945.2,6764,0.029
HC0152,eSalon Camo Mist Burgundy Red,eSalon,Beauty > Hair Coloration,Permanent Color,Red,Evergreen,aktiv,low_stock,False,34.28,150 ml,ammonia-free; grey coverage,27901.5,829,0.437,-0.301,383560.22,12293,-0.183
HC0153,Crazy Color Semi Permanent Icy Plum,Crazy Color,Beauty > Hair Coloration,Toner / Gloss,Winter,Winter,aktiv,in_stock,False,7.98,60 ml,bonding; shine boost,708.09,89,0.359,-0.331,25781.95,3830,-0.332
HC0154,Bleach London White Toner Ultra Violet,Bleach London,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Vivid,Evergreen,aktiv,in_stock,False,12.64,150 ml,direct dye; vegan,3935.61,300,0.42,0.267,97657.25,8848,0.218
HC0155,eSalon Tint Rinse Dark Blonde,eSalon,Beauty > Hair Coloration,Root Touch-Up,Blonde,Evergreen,aktiv,in_stock,False,33.34,200 ml,10 minute; grey coverage,3571.47,95,0.266,0.375,39192.14,1391,0.264
HC0156,Arctic Fox Resurrected Honey Blonde,Arctic Fox,Beauty > Hair Coloration,Root Touch-Up,Blonde,Evergreen,aktiv,in_stock,False,12.18,1 kit,grey coverage; spray,9879.94,896,0.335,0.151,94319.32,6642,0.289
HC0157,Naturtint Root Retouch Chestnut Brown,Naturtint,Beauty > Hair Coloration,Root Touch-Up,Medium Brown,Evergreen,aktiv,in_stock,False,10.47,2 x 1 kit,spray; brush-on,12113.83,1362,0.26,0.174,272967.1,28278,0.099
HC0158,Syoss Gloss Sensation Pearl Silver,Syoss,Beauty > Hair Coloration,Toner / Gloss,Silver/Grey,Evergreen,aktiv,in_stock,False,8.64,150 ml,shine boost; clear gloss,2276.1,238,0.28,0.389,35079.12,3771,0.458
HC0159,Arctic Fox Resurrected Burgundy Red,Arctic Fox,Beauty > Hair Coloration,Permanent Color,Red,Evergreen,aktiv,in_stock,False,13.87,200 ml,grey coverage; oil-infused,6461.99,458,0.495,0.235,118517.33,8437,0.403
HC0160,Herbatint Royal Cream Lavender Mist,Herbatint,Beauty > Hair Coloration,Bleach / Lightener,Pastel,Evergreen,aktiv,in_stock,False,15.2,150 ml,up to 8 levels; bond builder,340.15,26,0.228,-0.409,9731.15,723,-0.489
HC0161,eSalon Custom Color Set Icy Plum,eSalon,Beauty > Hair Coloration,Root Touch-Up,Winter,Winter,aktiv,in_stock,False,33.91,150 ml,10 minute; brush-on,6256.35,177,0.254,-0.382,89571.44,2374,-0.38
HC0162,Herbatint Vegetal Color Graphite,Herbatint,Beauty > Hair Coloration,Bleach / Lightener,Silver/Grey,Evergreen,aktiv,in_stock,False,12.18,150 ml,developer included; up to 8 levels,2651.24,237,0.546,0.495,63730.97,4941,0.454
HC0163,Crazy Color Semi Permanent Pearl Blonde,Crazy Color,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,in_stock,False,9.13,2 x 1 kit,shine boost; brass neutralising,2504.9,313,0.511,0.429,36441.19,3562,0.516
HC0164,ZenBeauty Private Label Gloss Lab Hazelnut Brown,ZenBeauty Private Label,Beauty > Hair Coloration,Root Touch-Up,Medium Brown,Evergreen,aktiv,low_stock,True,8.1,150 ml,grey coverage; 10 minute,10451.07,1150,0.436,0.296,122995.98,12188,0.132
HC0165,Madison Reed Radiant Hair Color Pearl Blonde,Madison Reed,Beauty > Hair Coloration,Toner / Gloss,Ash Blonde,Evergreen,aktiv,out_of_stock,False,32.14,100 ml,colour refresh; brass neutralising,438.43,13,0.566,0.417,17403.48,649,0.47
HC0166,Syoss Gloss Sensation Dark Blonde,Syoss,Beauty > Hair Coloration,Permanent Color,Blonde,Evergreen,inaktiv,low_stock,False,8.91,1 kit,salon inspired; oil-infused,6107.74,782,0.253,0.35,53788.58,5357,0.477
HC0167,Bleach London Total Bleach Cool Ash Blonde,Bleach London,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,11.55,150 ml,multi-application; oil-infused,6782.16,564,0.427,-0.144,131764.6,11440,-0.114
HC0168,Revlon Colorsilk Caramel Brown,Revlon,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,inaktiv,low_stock,False,8.5,100 ml,grey coverage; multi-application,4748.17,570,0.438,-0.368,79459.31,7936,-0.447
HC0169,ZenBeauty Private Label Root Fix Mulled Wine,ZenBeauty Private Label,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Winter,Winter,inaktiv,in_stock,True,4.17,150 ml,wash-out; direct dye,3073.09,847,0.444,-0.086,79289.43,16356,-0.262
HC0170,Crazy Color Platinum Toner Mocha Brown,Crazy Color,Beauty > Hair Coloration,Permanent Color,Dark Brown,Evergreen,aktiv,in_stock,False,15.16,2 x 1 kit,multi-application; ammonia-free,8668.61,494,0.543,-0.089,61211.33,3605,-0.1
HC0171,Crazy Color Platinum Toner Apricot Copper,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Copper,Evergreen,aktiv,in_stock,False,7.01,150 ml,wash-out; direct dye,3700.89,616,0.321,0.418,62485.9,9202,0.413
HC0172,Arctic Fox Resurrected Blue Black,Arctic Fox,Beauty > Hair Coloration,Permanent Color,Black,Evergreen,aktiv,in_stock,False,6.77,2 x 1 kit,salon inspired; grey coverage,20286.45,3255,0.416,0.197,231159.03,34675,0.165
HC0173,ZenBeauty Private Label Gloss Lab Espresso Brown,ZenBeauty Private Label,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Dark Brown,Evergreen,inaktiv,in_stock,True,6.02,2 x 1 kit,wash-out; vegan,909.57,135,0.582,0.061,16672.04,2941,-0.059
HC0174,Herbatint Permanent Herbal Color Espresso Brown,Herbatint,Beauty > Hair Coloration,Root Touch-Up,Dark Brown,Evergreen,aktiv,in_stock,False,14.41,150 ml,temporary; grey coverage,12704.24,913,0.217,0.209,225884.09,17847,0.354
HC0175,dpHUE Root Touch-Up Kit Silver Grey,dpHUE,Beauty > Hair Coloration,Bleach / Lightener,Silver/Grey,Evergreen,aktiv,in_stock,False,25.09,100 ml,bond builder; developer included,2808.76,113,0.524,-0.167,22109.49,797,-0.031
HC0176,Crazy Color Platinum Toner Pearl Blonde,Crazy Color,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,6.73,1 kit,multi-application; salon inspired,12101.9,1956,0.345,0.334,150240.38,25443,0.328
HC0177,got2b Bright/Pastel Cool Ash Blonde,got2b,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,6.22,200 ml,grey coverage; oil-infused,1462.91,265,0.454,-0.398,37208.51,6438,-0.438
HC0178,ZenBeauty Private Label Color Studio Blue Black,ZenBeauty Private Label,Beauty > Hair Coloration,Root Touch-Up,Black,Evergreen,aktiv,in_stock,True,8.91,200 ml,grey coverage; spray,5376.0,648,0.591,0.354,139919.73,15665,0.277
HC0179,ZenBeauty Private Label Nature Color Soft Black,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Black,Evergreen,aktiv,in_stock,True,7.89,1 kit,grey coverage; oil-infused,6316.36,705,0.658,-0.102,121579.47,14300,0.065
HC0180,ZenBeauty Private Label Color Studio Spiced Copper,ZenBeauty Private Label,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Copper,Evergreen,aktiv,in_stock,True,8.73,150 ml,direct dye; wash-out,3715.94,505,0.573,-0.423,88139.56,10161,-0.561
HC0181,eSalon Camo Mist Hazelnut Brown,eSalon,Beauty > Hair Coloration,Root Touch-Up,Medium Brown,Evergreen,aktiv,in_stock,False,20.48,60 ml,brush-on; spray,232.85,10,0.453,0.46,20635.82,1235,0.46
HC0182,Herbatint Royal Cream Chestnut Brown,Herbatint,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,in_stock,False,6.23,1 kit,salon inspired; multi-application,8903.61,1372,0.532,0.125,195524.5,37791,0.044
HC0183,Kristin Ess Signature Gloss Dark Blonde,Kristin Ess,Beauty > Hair Coloration,Permanent Color,Blonde,Evergreen,inaktiv,in_stock,False,19.51,100 ml,grey coverage; multi-application,1825.9,89,0.45,-0.071,23765.79,979,-0.215
HC0184,Herbatint Vegetal Color Beach Blonde,Herbatint,Beauty > Hair Coloration,Permanent Color,Summer,Summer,aktiv,in_stock,False,7.54,100 ml,grey coverage; salon inspired,14346.47,2000,0.22,-0.18,123563.64,14795,-0.275
HC0185,Directions Pastel Toner Honey Blonde,Directions,Beauty > Hair Coloration,Toner / Gloss,Blonde,Evergreen,aktiv,in_stock,False,11.99,200 ml,clear gloss; colour refresh,9842.29,896,0.506,0.027,163486.86,11276,0.074
HC0186,Bleach London Total Bleach Electric Blue,Bleach London,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Vivid,Evergreen,aktiv,in_stock,False,17.07,60 ml,direct dye; no peroxide,3564.15,213,0.536,-0.069,55397.54,3671,-0.146
HC0187,Manic Panic High Voltage Pastel Pink,Manic Panic,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Pastel,Evergreen,aktiv,low_stock,False,9.04,2 x 1 kit,direct dye; no peroxide,5618.44,732,0.388,0.0,138516.91,17415,-0.12
HC0188,Wella Color Fresh Light Golden Brown,Wella,Beauty > Hair Coloration,Permanent Color,Light Brown,Evergreen,aktiv,low_stock,False,11.36,100 ml,multi-application; salon inspired,65.61,5,0.294,0.176,18876.69,1514,0.043
HC0189,Directions Pastel Toner Burgundy Red,Directions,Beauty > Hair Coloration,Root Touch-Up,Red,Evergreen,aktiv,in_stock,False,12.31,200 ml,spray; brush-on,4848.74,408,0.373,-0.223,77184.22,7580,-0.371
HC0190,Schwarzkopf Live Mahogany Auburn,Schwarzkopf,Beauty > Hair Coloration,Permanent Color,Auburn,Evergreen,aktiv,in_stock,False,4.61,150 ml,oil-infused; grey coverage,8701.33,1851,0.404,-0.055,82075.31,17541,-0.176
HC0191,Naturtint Reflex Dark Blonde,Naturtint,Beauty > Hair Coloration,Permanent Color,Blonde,Evergreen,aktiv,in_stock,False,8.43,200 ml,salon inspired; ammonia-free,14292.48,1506,0.361,0.25,92959.43,11081,0.247
HC0192,Revlon Colorsilk Caramel Brown,Revlon,Beauty > Hair Coloration,Color Care Add-on,Medium Brown,Evergreen,aktiv,in_stock,False,7.87,150 ml,colour safe; bond repair,438.89,56,0.312,0.394,28820.77,4233,0.557
HC0193,Revlon Total Color Ruby Red,Revlon,Beauty > Hair Coloration,Permanent Color,Red,Evergreen,aktiv,in_stock,False,8.1,200 ml,ammonia-free; salon inspired,0.0,0,0.369,0.231,15465.72,2371,0.163
HC0194,Naturtint Root Retouch Hazelnut Brown,Naturtint,Beauty > Hair Coloration,Root Touch-Up,Medium Brown,Evergreen,aktiv,low_stock,False,18.6,2 x 1 kit,temporary; 10 minute,198.6,12,0.456,0.238,7499.71,428,0.114
HC0195,ZenBeauty Private Label Nature Color Sunlit Peach,ZenBeauty Private Label,Beauty > Hair Coloration,Permanent Color,Summer,Summer,aktiv,in_stock,True,4.53,200 ml,salon inspired; oil-infused,8769.49,2142,0.608,-0.199,119575.2,21370,-0.365
HC0196,John Frieda Go Blonder Peach Sorbet,John Frieda,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Pastel,Evergreen,aktiv,low_stock,False,17.75,150 ml,direct dye; no peroxide,2831.75,135,0.332,-0.264,35796.63,2192,-0.437
HC0197,Wella Shinefinity Pastel Pink,Wella,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Pastel,Evergreen,aktiv,in_stock,False,13.15,100 ml,high pigment; wash-out,1521.49,136,0.193,-0.343,27721.67,1855,-0.454
HC0198,Crazy Color Semi Permanent Lavender Mist,Crazy Color,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Pastel,Evergreen,inaktiv,in_stock,False,5.52,200 ml,no peroxide; vegan,5745.04,906,0.555,-0.034,53513.14,10189,-0.081
HC0199,ZenBeauty Private Label Nature Color Dark Blonde,ZenBeauty Private Label,Beauty > Hair Coloration,Toner / Gloss,Blonde,Evergreen,aktiv,low_stock,True,4.96,150 ml,colour refresh; clear gloss,3745.24,844,0.603,-0.023,73416.26,15681,-0.166
HC0200,Revlon Total Color Lavender Mist,Revlon,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Pastel,Evergreen,aktiv,out_of_stock,False,16.74,60 ml,vegan; no peroxide,1834.91,107,0.478,-0.09,28570.33,1787,-0.107
HC0201,Goldwell Topchic Espresso Brown,Goldwell,Beauty > Hair Coloration,Permanent Color,Dark Brown,Evergreen,aktiv,in_stock,False,15.4,2 x 1 kit,grey coverage; ammonia-free,9351.23,572,0.28,-0.194,131842.53,10276,-0.266
HC0202,eSalon Camo Mist Dark Blonde,eSalon,Beauty > Hair Coloration,Toner / Gloss,Blonde,Evergreen,aktiv,in_stock,False,23.8,1 kit,bonding; shine boost,13.98,0,0.528,-0.223,16541.72,827,-0.168
HC0203,Madison Reed Root Touch Up Hazelnut Brown,Madison Reed,Beauty > Hair Coloration,Root Touch-Up,Medium Brown,Evergreen,aktiv,in_stock,False,19.8,200 ml,10 minute; temporary,6627.42,318,0.233,-0.367,101290.41,5000,-0.341
HC0204,Crazy Color Semi Permanent Pearl Blonde,Crazy Color,Beauty > Hair Coloration,Root Touch-Up,Ash Blonde,Evergreen,aktiv,in_stock,False,10.22,100 ml,brush-on; 10 minute,4816.4,471,0.41,-0.337,51728.53,5608,-0.368
HC0205,Madison Reed Color Reviving Gloss Caramel Brown,Madison Reed,Beauty > Hair Coloration,Permanent Color,Medium Brown,Evergreen,aktiv,low_stock,False,22.73,1 kit,oil-infused; ammonia-free,12397.2,582,0.513,-0.162,241204.44,9194,-0.218
HC0206,eSalon Custom Color Set Dark Blonde,eSalon,Beauty > Hair Coloration,Permanent Color,Blonde,Evergreen,aktiv,in_stock,False,28.96,60 ml,multi-application; ammonia-free,13340.55,423,0.289,0.015,132843.56,5107,0.175
HC0207,Schwarzkopf Poly Palette Silver Grey,Schwarzkopf,Beauty > Hair Coloration,Permanent Color,Silver/Grey,Evergreen,aktiv,in_stock,False,18.65,150 ml,grey coverage; ammonia-free,3835.54,207,0.189,-0.203,42875.8,2797,-0.192
HC0208,dpHUE Root Touch-Up Kit Deep Auburn,dpHUE,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Auburn,Evergreen,aktiv,in_stock,False,19.98,150 ml,direct dye; high pigment,1460.71,67,0.337,-0.313,52499.14,2506,-0.23
HC0209,Herbatint Vegetal Color Burgundy Red,Herbatint,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Red,Evergreen,aktiv,in_stock,False,6.4,150 ml,direct dye; no peroxide,4420.19,804,0.352,0.459,47532.83,8981,0.556
HC0210,Wella Color Fresh Sunlit Peach,Wella,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Summer,Summer,aktiv,low_stock,False,21.71,2 x 1 kit,no peroxide; direct dye,6695.89,362,0.492,-0.343,170179.04,7236,-0.456
HC0211,Goldwell Topchic Cool Ash Blonde,Goldwell,Beauty > Hair Coloration,Permanent Color,Ash Blonde,Evergreen,aktiv,in_stock,False,22.84,100 ml,grey coverage; salon inspired,7903.02,321,0.568,0.475,114109.68,4915,0.637
HC0212,Wella Shinefinity Mulled Wine,Wella,Beauty > Hair Coloration,Permanent Color,Winter,Winter,aktiv,in_stock,False,23.42,60 ml,oil-infused; ammonia-free,5613.49,282,0.394,0.191,112885.61,5096,0.264
HC0213,Herbatint Royal Cream Light Golden Brown,Herbatint,Beauty > Hair Coloration,Root Touch-Up,Light Brown,Evergreen,aktiv,in_stock,False,15.58,150 ml,spray; grey coverage,1772.76,133,0.541,0.014,20500.99,1461,0.067
HC0214,Kristin Ess Signature Gloss Mushroom Brown,Kristin Ess,Beauty > Hair Coloration,Root Touch-Up,Light Brown,Evergreen,inaktiv,in_stock,False,33.11,200 ml,grey coverage; spray,1569.69,41,0.434,-0.365,27458.02,926,-0.29
HC0215,Kristin Ess Signature Gloss Chocolate Brown,Kristin Ess,Beauty > Hair Coloration,Semi-Permanent / Fashion Color,Dark Brown,Evergreen,aktiv,in_stock,False,21.58,200 ml,vegan; high pigment,1009.99,54,0.181,0.315,14369.37,820,0.139
